,unique_id,forecast_month,forecast_data,forecast_quantity
2285,"Mountain-200 Black, 42_Grand Discount Store_Indiana",3,2014-08-01,4.0
2286,"Mountain-200 Black, 42_Great Bikes _Wyoming",1,2014-06-01,16.0
2287,"Mountain-200 Black, 42_Great Bikes _Wyoming",2,2014-07-01,16.0
2288,"Mountain-200 Black, 42_Great Bikes _Wyoming",3,2014-08-01,16.0
2289,"Mountain-200 Black, 42_Initial Bike Company_Colorado",1,2014-06-01,4.0
2290,"Mountain-200 Black, 42_Initial Bike Company_Colorado",2,2014-07-01,4.0
2291,"Mountain-200 Black, 42_Initial Bike Company_Colorado",3,2014-08-01,4.0
2292,"Mountain-200 Black, 42_Latest Sports Equipment_Washington",1,2014-06-01,5.0
2293,"Mountain-200 Black, 42_Latest Sports Equipment_Washington",2,2014-07-01,5.0
2294,"Mountain-200 Black, 42_Latest Sports Equipment_Washington",3,2014-08-01,5.0
2295,"Mountain-200 Black, 42_Leather Seat Factory_Canada",1,2014-06-01,5.0
2296,"Mountain-200 Black, 42_Leather Seat Factory_Canada",2,2014-07-01,5.0
2297,"Mountain-200 Black, 42_Leather Seat Factory_Canada",3,2014-08-01,5.0
2298,"Mountain-200 Black, 42_Many Bikes Store_California",1,2014-06-01,7.0
2299,"Mountain-200 Black, 42_Many Bikes Store_California",2,2014-07-01,7.0
2300,"Mountain-200 Black, 42_Many Bikes Store_California",3,2014-08-01,7.0
2301,"Mountain-200 Black, 42_Metropolitan Bicycle Supply_United Kingdom",1,2014-06-01,10.0
2302,"Mountain-200 Black, 42_Metropolitan Bicycle Supply_United Kingdom",2,2014-07-01,10.0
2303,"Mountain-200 Black, 42_Metropolitan Bicycle Supply_United Kingdom",3,2014-08-01,10.0
2304,"Mountain-200 Black, 42_Nearby Cycle Shop_United Kingdom",1,2014-06-01,5.0
2305,"Mountain-200 Black, 42_Nearby Cycle Shop_United Kingdom",2,2014-07-01,5.0
2306,"Mountain-200 Black, 42_Nearby Cycle Shop_United Kingdom",3,2014-08-01,5.0
2307,"Mountain-200 Black, 42_Noiseless Gear Company_Georgia",1,2014-06-01,4.0
2308,"Mountain-200 Black, 42_Noiseless Gear Company_Georgia",2,2014-07-01,4.0
2309,"Mountain-200 Black, 42_Noiseless Gear Company_Georgia",3,2014-08-01,4.0
2310,"Mountain-200 Black, 42_Original Bicycle Supply Company_Canada",1,2014-06-01,4.0
2311,"Mountain-200 Black, 42_Original Bicycle Supply Company_Canada",2,2014-07-01,4.0
2312,"Mountain-200 Black, 42_Original Bicycle Supply Company_Canada",3,2014-08-01,4.0
2313,"Mountain-200 Black, 42_Paint Supply_Texas",1,2014-06-01,6.0
2314,"Mountain-200 Black, 42_Paint Supply_Texas",2,2014-07-01,6.0
2315,"Mountain-200 Black, 42_Paint Supply_Texas",3,2014-08-01,6.0
2316,"Mountain-200 Black, 42_Rapid Bikes_Canada",1,2014-06-01,1.0
2317,"Mountain-200 Black, 42_Rapid Bikes_Canada",2,2014-07-01,1.0
2318,"Mountain-200 Black, 42_Rapid Bikes_Canada",3,2014-08-01,1.0
2319,"Mountain-200 Black, 42_Real Sporting Goods_Arizona",1,2014-06-01,2.0
2320,"Mountain-200 Black, 42_Real Sporting Goods_Arizona",2,2014-07-01,2.0
2321,"Mountain-200 Black, 42_Real Sporting Goods_Arizona",3,2014-08-01,2.0
2322,"Mountain-200 Black, 42_Registered Cycle Store_France",1,2014-06-01,11.0
2323,"Mountain-200 Black, 42_Registered Cycle Store_France",2,2014-07-01,11.0
2324,"Mountain-200 Black, 42_Registered Cycle Store_France",3,2014-08-01,11.0
2325,"Mountain-200 Black, 42_Resale Services_California",1,2014-06-01,3.0
2326,"Mountain-200 Black, 42_Resale Services_California",2,2014-07-01,3.0
2327,"Mountain-200 Black, 42_Resale Services_California",3,2014-08-01,3.0
2328,"Mountain-200 Black, 42_Rural Cycle Emporium_Canada",1,2014-06-01,3.0
2329,"Mountain-200 Black, 42_Rural Cycle Emporium_Canada",2,2014-07-01,3.0
2330,"Mountain-200 Black, 42_Rural Cycle Emporium_Canada",3,2014-08-01,3.0
2331,"Mountain-200 Black, 42_Safe Cycles Shop_Washington",1,2014-06-01,6.0
2332,"Mountain-200 Black, 42_Safe Cycles Shop_Washington",2,2014-07-01,6.0
2333,"Mountain-200 Black, 42_Safe Cycles Shop_Washington",3,2014-08-01,6.0
2334,"Mountain-200 Black, 42_Satin Finish Company_Texas",1,2014-06-01,1.0
2335,"Mountain-200 Black, 42_Satin Finish Company_Texas",2,2014-07-01,1.0
2336,"Mountain-200 Black, 42_Satin Finish Company_Texas",3,2014-08-01,1.0
2337,"Mountain-200 Black, 42_Small Bike Shop_California",1,2014-06-01,1.0
2338,"Mountain-200 Black, 42_Small Bike Shop_California",2,2014-07-01,1.0
2339,"Mountain-200 Black, 42_Small Bike Shop_California",3,2014-08-01,1.0
2340,"Mountain-200 Black, 42_Spa and Exercise Outfitters_France",1,2014-06-01,3.0
2341,"Mountain-200 Black, 42_Spa and Exercise Outfitters_France",2,2014-07-01,3.0
2342,"Mountain-200 Black, 42_Spa and Exercise Outfitters_France",3,2014-08-01,3.0
2343,"Mountain-200 Black, 42_Spare Parts Co._France",1,2014-06-01,2.0
2344,"Mountain-200 Black, 42_Spare Parts Co._France",2,2014-07-01,2.0
2345,"Mountain-200 Black, 42_Spare Parts Co._France",3,2014-08-01,2.0
2346,"Mountain-200 Black, 42_Sturdy Toys_California",1,2014-06-01,8.0
2347,"Mountain-200 Black, 42_Sturdy Toys_California",2,2014-07-01,8.0
2348,"Mountain-200 Black, 42_Sturdy Toys_California",3,2014-08-01,8.0
2349,"Mountain-200 Black, 42_The Gear Store_Texas",1,2014-06-01,3.0
2350,"Mountain-200 Black, 42_The Gear Store_Texas",2,2014-07-01,3.0
2351,"Mountain-200 Black, 42_The Gear Store_Texas",3,2014-08-01,3.0
2352,"Mountain-200 Black, 42_Top Sports Supply_Canada",1,2014-06-01,7.0
2353,"Mountain-200 Black, 42_Top Sports Supply_Canada",2,2014-07-01,7.0
2354,"Mountain-200 Black, 42_Top Sports Supply_Canada",3,2014-08-01,7.0
2355,"Mountain-200 Black, 42_Trailblazing Sports_California",1,2014-06-01,5.0
2356,"Mountain-200 Black, 42_Trailblazing Sports_California",2,2014-07-01,5.0
2357,"Mountain-200 Black, 42_Trailblazing Sports_California",3,2014-08-01,5.0
2358,"Mountain-200 Black, 42_Twelfth Bike Store_Canada",1,2014-06-01,2.0
2359,"Mountain-200 Black, 42_Twelfth Bike Store_Canada",2,2014-07-01,2.0
2360,"Mountain-200 Black, 42_Twelfth Bike Store_Canada",3,2014-08-01,2.0
2361,"Mountain-200 Black, 42_Valuable Bike Parts Company_Florida",1,2014-06-01,2.0
2362,"Mountain-200 Black, 42_Valuable Bike Parts Company_Florida",2,2014-07-01,2.0
2363,"Mountain-200 Black, 42_Valuable Bike Parts Company_Florida",3,2014-08-01,2.0
2364,"Mountain-200 Black, 42_Vigorous Exercise Company_Canada",1,2014-06-01,8.0
2365,"Mountain-200 Black, 42_Vigorous Exercise Company_Canada",2,2014-07-01,8.0
2366,"Mountain-200 Black, 42_Vigorous Exercise Company_Canada",3,2014-08-01,8.0
2367,"Mountain-200 Black, 42_World of Bikes_Missouri",1,2014-06-01,4.0
2368,"Mountain-200 Black, 42_World of Bikes_Missouri",2,2014-07-01,4.0
2369,"Mountain-200 Black, 42_World of Bikes_Missouri",3,2014-08-01,4.0
2370,"Mountain-200 Black, 46_Better Bike Shop_Georgia",1,2014-06-01,4.0
2371,"Mountain-200 Black, 46_Better Bike Shop_Georgia",2,2014-07-01,4.0
2372,"Mountain-200 Black, 46_Better Bike Shop_Georgia",3,2014-08-01,4.0
2373,"Mountain-200 Black, 46_Brakes and Gears_Utah",1,2014-06-01,8.0
2374,"Mountain-200 Black, 46_Brakes and Gears_Utah",2,2014-07-01,8.0
2375,"Mountain-200 Black, 46_Brakes and Gears_Utah",3,2014-08-01,8.0
2376,"Mountain-200 Black, 46_Casual Bicycle Store_New Hampshire",1,2014-06-01,3.0
2377,"Mountain-200 Black, 46_Casual Bicycle Store_New Hampshire",2,2014-07-01,3.0
2378,"Mountain-200 Black, 46_Casual Bicycle Store_New Hampshire",3,2014-08-01,3.0
2379,"Mountain-200 Black, 46_Catalog Store_Michigan",1,2014-06-01,2.0
2380,"Mountain-200 Black, 46_Catalog Store_Michigan",2,2014-07-01,2.0
2381,"Mountain-200 Black, 46_Catalog Store_Michigan",3,2014-08-01,2.0
2382,"Mountain-200 Black, 46_Chic Department Stores_Texas",1,2014-06-01,2.0
2383,"Mountain-200 Black, 46_Chic Department Stores_Texas",2,2014-07-01,2.0
2384,"Mountain-200 Black, 46_Chic Department Stores_Texas",3,2014-08-01,2.0
2385,"Mountain-200 Black, 46_Closeout Boutique_Washington",1,2014-06-01,2.0
2386,"Mountain-200 Black, 46_Closeout Boutique_Washington",2,2014-07-01,2.0
2387,"Mountain-200 Black, 46_Closeout Boutique_Washington",3,2014-08-01,2.0
2388,"Mountain-200 Black, 46_Commerce Bicycle Specialists_United Kingdom",1,2014-06-01,2.0
2389,"Mountain-200 Black, 46_Commerce Bicycle Specialists_United Kingdom",2,2014-07-01,2.0
2390,"Mountain-200 Black, 46_Commerce Bicycle Specialists_United Kingdom",3,2014-08-01,2.0
2391,"Mountain-200 Black, 46_Extraordinary Bike Works_Texas",1,2014-06-01,5.0
2392,"Mountain-200 Black, 46_Extraordinary Bike Works_Texas",2,2014-07-01,5.0
2393,"Mountain-200 Black, 46_Extraordinary Bike Works_Texas",3,2014-08-01,5.0
2394,"Mountain-200 Black, 46_Fabrikam Inc., West_Michigan",1,2014-06-01,4.0
2395,"Mountain-200 Black, 46_Fabrikam Inc., West_Michigan",2,2014-07-01,4.0
2396,"Mountain-200 Black, 46_Fabrikam Inc., West_Michigan",3,2014-08-01,4.0
2397,"Mountain-200 Black, 46_Family Cycle Store_Canada",1,2014-06-01,1.0
2398,"Mountain-200 Black, 46_Family Cycle Store_Canada",2,2014-07-01,1.0
2399,"Mountain-200 Black, 46_Family Cycle Store_Canada",3,2014-08-01,1.0
2400,"Mountain-200 Black, 46_Fashionable Department Stores_New York",1,2014-06-01,3.0
2401,"Mountain-200 Black, 46_Fashionable Department Stores_New York",2,2014-07-01,3.0
2402,"Mountain-200 Black, 46_Fashionable Department Stores_New York",3,2014-08-01,3.0
2403,"Mountain-200 Black, 46_Field Trip Store_Colorado",1,2014-06-01,6.0
2404,"Mountain-200 Black, 46_Field Trip Store_Colorado",2,2014-07-01,6.0
2405,"Mountain-200 Black, 46_Field Trip Store_Colorado",3,2014-08-01,6.0
2406,"Mountain-200 Black, 46_Frugal Bike Shop_Utah",1,2014-06-01,4.0
2407,"Mountain-200 Black, 46_Frugal Bike Shop_Utah",2,2014-07-01,4.0
2408,"Mountain-200 Black, 46_Frugal Bike Shop_Utah",3,2014-08-01,4.0
2409,"Mountain-200 Black, 46_Genial Bike Associates_Texas",1,2014-06-01,2.0
2410,"Mountain-200 Black, 46_Genial Bike Associates_Texas",2,2014-07-01,2.0
2411,"Mountain-200 Black, 46_Genial Bike Associates_Texas",3,2014-08-01,2.0
2412,"Mountain-200 Black, 46_Grand Discount Store_Indiana",1,2014-06-01,1.0
2413,"Mountain-200 Black, 46_Grand Discount Store_Indiana",2,2014-07-01,1.0
2414,"Mountain-200 Black, 46_Grand Discount Store_Indiana",3,2014-08-01,1.0
2415,"Mountain-200 Black, 46_Great Bikes _Wyoming",1,2014-06-01,11.0
2416,"Mountain-200 Black, 46_Great Bikes _Wyoming",2,2014-07-01,11.0
2417,"Mountain-200 Black, 46_Great Bikes _Wyoming",3,2014-08-01,11.0
2418,"Mountain-200 Black, 46_Immediate Repair Shop_Connecticut",1,2014-06-01,1.0
2419,"Mountain-200 Black, 46_Immediate Repair Shop_Connecticut",2,2014-07-01,1.0
2420,"Mountain-200 Black, 46_Immediate Repair Shop_Connecticut",3,2014-08-01,1.0
2421,"Mountain-200 Black, 46_Initial Bike Company_Colorado",1,2014-06-01,5.0
2422,"Mountain-200 Black, 46_Initial Bike Company_Colorado",2,2014-07-01,5.0
2423,"Mountain-200 Black, 46_Initial Bike Company_Colorado",3,2014-08-01,5.0
2424,"Mountain-200 Black, 46_Latest Sports Equipment_Washington",1,2014-06-01,8.0
2425,"Mountain-200 Black, 46_Latest Sports Equipment_Washington",2,2014-07-01,8.0
2426,"Mountain-200 Black, 46_Latest Sports Equipment_Washington",3,2014-08-01,8.0
2427,"Mountain-200 Black, 46_Leather Seat Factory_Canada",1,2014-06-01,3.0
2428,"Mountain-200 Black, 46_Leather Seat Factory_Canada",2,2014-07-01,3.0
2429,"Mountain-200 Black, 46_Leather Seat Factory_Canada",3,2014-08-01,3.0
2430,"Mountain-200 Black, 46_Many Bikes Store_California",1,2014-06-01,2.0
2431,"Mountain-200 Black, 46_Many Bikes Store_California",2,2014-07-01,2.0
2432,"Mountain-200 Black, 46_Many Bikes Store_California",3,2014-08-01,2.0
2433,"Mountain-200 Black, 46_Metropolitan Bicycle Supply_United Kingdom",1,2014-06-01,5.0
2434,"Mountain-200 Black, 46_Metropolitan Bicycle Supply_United Kingdom",2,2014-07-01,5.0
2435,"Mountain-200 Black, 46_Metropolitan Bicycle Supply_United Kingdom",3,2014-08-01,5.0
2436,"Mountain-200 Black, 46_Nearby Cycle Shop_United Kingdom",1,2014-06-01,1.0
2437,"Mountain-200 Black, 46_Nearby Cycle Shop_United Kingdom",2,2014-07-01,1.0
2438,"Mountain-200 Black, 46_Nearby Cycle Shop_United Kingdom",3,2014-08-01,1.0
2439,"Mountain-200 Black, 46_Original Bicycle Supply Company_Canada",1,2014-06-01,1.0
2440,"Mountain-200 Black, 46_Original Bicycle Supply Company_Canada",2,2014-07-01,1.0
2441,"Mountain-200 Black, 46_Original Bicycle Supply Company_Canada",3,2014-08-01,1.0
2442,"Mountain-200 Black, 46_Permanent Finish Products_Nevada",1,2014-06-01,6.0
2443,"Mountain-200 Black, 46_Permanent Finish Products_Nevada",2,2014-07-01,6.0
2444,"Mountain-200 Black, 46_Permanent Finish Products_Nevada",3,2014-08-01,6.0
2445,"Mountain-200 Black, 46_Professional Cycle Store_Arizona",1,2014-06-01,2.0
2446,"Mountain-200 Black, 46_Professional Cycle Store_Arizona",2,2014-07-01,2.0
2447,"Mountain-200 Black, 46_Professional Cycle Store_Arizona",3,2014-08-01,2.0
2448,"Mountain-200 Black, 46_Rapid Bikes_Canada",1,2014-06-01,2.0
2449,"Mountain-200 Black, 46_Rapid Bikes_Canada",2,2014-07-01,2.0
2450,"Mountain-200 Black, 46_Rapid Bikes_Canada",3,2014-08-01,2.0
2451,"Mountain-200 Black, 46_Real Sporting Goods_Arizona",1,2014-06-01,11.0
2452,"Mountain-200 Black, 46_Real Sporting Goods_Arizona",2,2014-07-01,11.0
2453,"Mountain-200 Black, 46_Real Sporting Goods_Arizona",3,2014-08-01,11.0
2454,"Mountain-200 Black, 46_Registered Cycle Store_France",1,2014-06-01,3.0
2455,"Mountain-200 Black, 46_Registered Cycle Store_France",2,2014-07-01,3.0
2456,"Mountain-200 Black, 46_Registered Cycle Store_France",3,2014-08-01,3.0
2457,"Mountain-200 Black, 46_Resale Services_California",1,2014-06-01,6.0
2458,"Mountain-200 Black, 46_Resale Services_California",2,2014-07-01,6.0
2459,"Mountain-200 Black, 46_Resale Services_California",3,2014-08-01,6.0
2460,"Mountain-200 Black, 46_Rural Cycle Emporium_Canada",1,2014-06-01,8.0
2461,"Mountain-200 Black, 46_Rural Cycle Emporium_Canada",2,2014-07-01,8.0
2462,"Mountain-200 Black, 46_Rural Cycle Emporium_Canada",3,2014-08-01,8.0
2463,"Mountain-200 Black, 46_Safe Cycles Shop_Washington",1,2014-06-01,5.0
2464,"Mountain-200 Black, 46_Safe Cycles Shop_Washington",2,2014-07-01,5.0
2465,"Mountain-200 Black, 46_Safe Cycles Shop_Washington",3,2014-08-01,5.0
2466,"Mountain-200 Black, 46_Satin Finish Company_Texas",1,2014-06-01,5.0
2467,"Mountain-200 Black, 46_Satin Finish Company_Texas",2,2014-07-01,5.0
2468,"Mountain-200 Black, 46_Satin Finish Company_Texas",3,2014-08-01,5.0
2469,"Mountain-200 Black, 46_Small Bike Shop_California",1,2014-06-01,2.0
2470,"Mountain-200 Black, 46_Small Bike Shop_California",2,2014-07-01,2.0
2471,"Mountain-200 Black, 46_Small Bike Shop_California",3,2014-08-01,2.0
2472,"Mountain-200 Black, 46_Spare Parts Co._France",1,2014-06-01,2.0
2473,"Mountain-200 Black, 46_Spare Parts Co._France",2,2014-07-01,2.0
2474,"Mountain-200 Black, 46_Spare Parts Co._France",3,2014-08-01,2.0
2475,"Mountain-200 Black, 46_Sturdy Toys_California",1,2014-06-01,1.0
2476,"Mountain-200 Black, 46_Sturdy Toys_California",2,2014-07-01,1.0
2477,"Mountain-200 Black, 46_Sturdy Toys_California",3,2014-08-01,1.0
2478,"Mountain-200 Black, 46_The Gear Store_Texas",1,2014-06-01,5.0
2479,"Mountain-200 Black, 46_The Gear Store_Texas",2,2014-07-01,5.0
2480,"Mountain-200 Black, 46_The Gear Store_Texas",3,2014-08-01,5.0
2481,"Mountain-200 Black, 46_Top Sports Supply_Canada",1,2014-06-01,4.0
2482,"Mountain-200 Black, 46_Top Sports Supply_Canada",2,2014-07-01,4.0
2483,"Mountain-200 Black, 46_Top Sports Supply_Canada",3,2014-08-01,4.0
2484,"Mountain-200 Black, 46_Trailblazing Sports_California",1,2014-06-01,2.0
2485,"Mountain-200 Black, 46_Trailblazing Sports_California",2,2014-07-01,2.0
2486,"Mountain-200 Black, 46_Trailblazing Sports_California",3,2014-08-01,2.0
2487,"Mountain-200 Black, 46_Twelfth Bike Store_Canada",1,2014-06-01,3.0
2488,"Mountain-200 Black, 46_Twelfth Bike Store_Canada",2,2014-07-01,3.0
2489,"Mountain-200 Black, 46_Twelfth Bike Store_Canada",3,2014-08-01,3.0
2490,"Mountain-200 Black, 46_Vigorous Exercise Company_Canada",1,2014-06-01,4.0
2491,"Mountain-200 Black, 46_Vigorous Exercise Company_Canada",2,2014-07-01,4.0
2492,"Mountain-200 Black, 46_Vigorous Exercise Company_Canada",3,2014-08-01,4.0
2493,"Mountain-200 Silver, 38_Better Bike Shop_Georgia",1,2014-06-01,3.0
2494,"Mountain-200 Silver, 38_Better Bike Shop_Georgia",2,2014-07-01,3.0
2495,"Mountain-200 Silver, 38_Better Bike Shop_Georgia",3,2014-08-01,3.0
2496,"Mountain-200 Silver, 38_Bicycle Lines Distributors_Missouri",1,2014-06-01,6.0
2497,"Mountain-200 Silver, 38_Bicycle Lines Distributors_Missouri",2,2014-07-01,6.0
2498,"Mountain-200 Silver, 38_Bicycle Lines Distributors_Missouri",3,2014-08-01,6.0
2499,"Mountain-200 Silver, 38_Brakes and Gears_Utah",1,2014-06-01,5.0
2500,"Mountain-200 Silver, 38_Brakes and Gears_Utah",2,2014-07-01,5.0
2501,"Mountain-200 Silver, 38_Brakes and Gears_Utah",3,2014-08-01,5.0
2502,"Mountain-200 Silver, 38_Catalog Store_Michigan",1,2014-06-01,1.0
2503,"Mountain-200 Silver, 38_Catalog Store_Michigan",2,2014-07-01,1.0
2504,"Mountain-200 Silver, 38_Catalog Store_Michigan",3,2014-08-01,1.0
2505,"Mountain-200 Silver, 38_Chic Department Stores_Texas",1,2014-06-01,2.0
2506,"Mountain-200 Silver, 38_Chic Department Stores_Texas",2,2014-07-01,2.0
2507,"Mountain-200 Silver, 38_Chic Department Stores_Texas",3,2014-08-01,2.0
2508,"Mountain-200 Silver, 38_Closeout Boutique_Washington",1,2014-06-01,4.0
2509,"Mountain-200 Silver, 38_Closeout Boutique_Washington",2,2014-07-01,4.0
2510,"Mountain-200 Silver, 38_Closeout Boutique_Washington",3,2014-08-01,4.0
2511,"Mountain-200 Silver, 38_Commerce Bicycle Specialists_United Kingdom",1,2014-06-01,4.0
2512,"Mountain-200 Silver, 38_Commerce Bicycle Specialists_United Kingdom",2,2014-07-01,4.0
2513,"Mountain-200 Silver, 38_Commerce Bicycle Specialists_United Kingdom",3,2014-08-01,4.0
2514,"Mountain-200 Silver, 38_Extraordinary Bike Works_Texas",1,2014-06-01,10.0
2515,"Mountain-200 Silver, 38_Extraordinary Bike Works_Texas",2,2014-07-01,10.0
2516,"Mountain-200 Silver, 38_Extraordinary Bike Works_Texas",3,2014-08-01,10.0
2517,"Mountain-200 Silver, 38_Fabrikam Inc., West_Michigan",1,2014-06-01,3.0
2518,"Mountain-200 Silver, 38_Fabrikam Inc., West_Michigan",2,2014-07-01,3.0
2519,"Mountain-200 Silver, 38_Fabrikam Inc., West_Michigan",3,2014-08-01,3.0
2520,"Mountain-200 Silver, 38_Family Cycle Store_Canada",1,2014-06-01,1.0
2521,"Mountain-200 Silver, 38_Family Cycle Store_Canada",2,2014-07-01,1.0
2522,"Mountain-200 Silver, 38_Family Cycle Store_Canada",3,2014-08-01,1.0
2523,"Mountain-200 Silver, 38_Fashionable Department Stores_New York",1,2014-06-01,1.0
2524,"Mountain-200 Silver, 38_Fashionable Department Stores_New York",2,2014-07-01,1.0
2525,"Mountain-200 Silver, 38_Fashionable Department Stores_New York",3,2014-08-01,1.0
2526,"Mountain-200 Silver, 38_Field Trip Store_Colorado",1,2014-06-01,5.0
2527,"Mountain-200 Silver, 38_Field Trip Store_Colorado",2,2014-07-01,5.0
2528,"Mountain-200 Silver, 38_Field Trip Store_Colorado",3,2014-08-01,5.0
2529,"Mountain-200 Silver, 38_Genial Bike Associates_Texas",1,2014-06-01,6.0
2530,"Mountain-200 Silver, 38_Genial Bike Associates_Texas",2,2014-07-01,6.0
2531,"Mountain-200 Silver, 38_Genial Bike Associates_Texas",3,2014-08-01,6.0
2532,"Mountain-200 Silver, 38_Grand Discount Store_Indiana",1,2014-06-01,5.0
2533,"Mountain-200 Silver, 38_Grand Discount Store_Indiana",2,2014-07-01,5.0
2534,"Mountain-200 Silver, 38_Grand Discount Store_Indiana",3,2014-08-01,5.0
2535,"Mountain-200 Silver, 38_Great Bikes _Wyoming",1,2014-06-01,3.0
2536,"Mountain-200 Silver, 38_Great Bikes _Wyoming",2,2014-07-01,3.0
2537,"Mountain-200 Silver, 38_Great Bikes _Wyoming",3,2014-08-01,3.0
2538,"Mountain-200 Silver, 38_Initial Bike Company_Colorado",1,2014-06-01,1.0
2539,"Mountain-200 Silver, 38_Initial Bike Company_Colorado",2,2014-07-01,1.0
2540,"Mountain-200 Silver, 38_Initial Bike Company_Colorado",3,2014-08-01,1.0
2541,"Mountain-200 Silver, 38_Latest Sports Equipment_Washington",1,2014-06-01,11.0
2542,"Mountain-200 Silver, 38_Latest Sports Equipment_Washington",2,2014-07-01,11.0
2543,"Mountain-200 Silver, 38_Latest Sports Equipment_Washington",3,2014-08-01,11.0
2544,"Mountain-200 Silver, 38_Leather Seat Factory_Canada",1,2014-06-01,6.0
2545,"Mountain-200 Silver, 38_Leather Seat Factory_Canada",2,2014-07-01,6.0
2546,"Mountain-200 Silver, 38_Leather Seat Factory_Canada",3,2014-08-01,6.0
2547,"Mountain-200 Silver, 38_Many Bikes Store_California",1,2014-06-01,3.0
2548,"Mountain-200 Silver, 38_Many Bikes Store_California",2,2014-07-01,3.0
2549,"Mountain-200 Silver, 38_Many Bikes Store_California",3,2014-08-01,3.0
2550,"Mountain-200 Silver, 38_Metropolitan Bicycle Supply_United Kingdom",1,2014-06-01,4.0
2551,"Mountain-200 Silver, 38_Metropolitan Bicycle Supply_United Kingdom",2,2014-07-01,4.0
2552,"Mountain-200 Silver, 38_Metropolitan Bicycle Supply_United Kingdom",3,2014-08-01,4.0
2553,"Mountain-200 Silver, 38_Noiseless Gear Company_Georgia",1,2014-06-01,11.0
2554,"Mountain-200 Silver, 38_Noiseless Gear Company_Georgia",2,2014-07-01,11.0
2555,"Mountain-200 Silver, 38_Noiseless Gear Company_Georgia",3,2014-08-01,11.0
2556,"Mountain-200 Silver, 38_Original Bicycle Supply Company_Canada",1,2014-06-01,4.0
2557,"Mountain-200 Silver, 38_Original Bicycle Supply Company_Canada",2,2014-07-01,4.0
2558,"Mountain-200 Silver, 38_Original Bicycle Supply Company_Canada",3,2014-08-01,4.0
2559,"Mountain-200 Silver, 38_Paint Supply_Texas",1,2014-06-01,3.0
2560,"Mountain-200 Silver, 38_Paint Supply_Texas",2,2014-07-01,3.0
2561,"Mountain-200 Silver, 38_Paint Supply_Texas",3,2014-08-01,3.0
2562,"Mountain-200 Silver, 38_Permanent Finish Products_Nevada",1,2014-06-01,7.0
2563,"Mountain-200 Silver, 38_Permanent Finish Products_Nevada",2,2014-07-01,7.0
2564,"Mountain-200 Silver, 38_Permanent Finish Products_Nevada",3,2014-08-01,7.0
2565,"Mountain-200 Silver, 38_Professional Cycle Store_Arizona",1,2014-06-01,2.0
2566,"Mountain-200 Silver, 38_Professional Cycle Store_Arizona",2,2014-07-01,2.0
2567,"Mountain-200 Silver, 38_Professional Cycle Store_Arizona",3,2014-08-01,2.0
2568,"Mountain-200 Silver, 38_Rapid Bikes_Canada",1,2014-06-01,6.0
2569,"Mountain-200 Silver, 38_Rapid Bikes_Canada",2,2014-07-01,6.0
2570,"Mountain-200 Silver, 38_Rapid Bikes_Canada",3,2014-08-01,6.0
2571,"Mountain-200 Silver, 38_Real Sporting Goods_Arizona",1,2014-06-01,7.0
2572,"Mountain-200 Silver, 38_Real Sporting Goods_Arizona",2,2014-07-01,7.0
2573,"Mountain-200 Silver, 38_Real Sporting Goods_Arizona",3,2014-08-01,7.0
2574,"Mountain-200 Silver, 38_Registered Cycle Store_France",1,2014-06-01,5.0
2575,"Mountain-200 Silver, 38_Registered Cycle Store_France",2,2014-07-01,5.0
2576,"Mountain-200 Silver, 38_Registered Cycle Store_France",3,2014-08-01,5.0
2577,"Mountain-200 Silver, 38_Rural Cycle Emporium_Canada",1,2014-06-01,7.0
2578,"Mountain-200 Silver, 38_Rural Cycle Emporium_Canada",2,2014-07-01,7.0
2579,"Mountain-200 Silver, 38_Rural Cycle Emporium_Canada",3,2014-08-01,7.0
2580,"Mountain-200 Silver, 38_Safe Cycles Shop_Washington",1,2014-06-01,6.0
2581,"Mountain-200 Silver, 38_Safe Cycles Shop_Washington",2,2014-07-01,6.0
2582,"Mountain-200 Silver, 38_Safe Cycles Shop_Washington",3,2014-08-01,6.0
2583,"Mountain-200 Silver, 38_Satin Finish Company_Texas",1,2014-06-01,3.0
2584,"Mountain-200 Silver, 38_Satin Finish Company_Texas",2,2014-07-01,3.0
2585,"Mountain-200 Silver, 38_Satin Finish Company_Texas",3,2014-08-01,3.0
2586,"Mountain-200 Silver, 38_Small Bike Shop_California",1,2014-06-01,3.0
2587,"Mountain-200 Silver, 38_Small Bike Shop_California",2,2014-07-01,3.0
2588,"Mountain-200 Silver, 38_Small Bike Shop_California",3,2014-08-01,3.0
2589,"Mountain-200 Silver, 38_The Gear Store_Texas",1,2014-06-01,1.0
2590,"Mountain-200 Silver, 38_The Gear Store_Texas",2,2014-07-01,1.0
2591,"Mountain-200 Silver, 38_The Gear Store_Texas",3,2014-08-01,1.0
2592,"Mountain-200 Silver, 38_Top Sports Supply_Canada",1,2014-06-01,5.0
2593,"Mountain-200 Silver, 38_Top Sports Supply_Canada",2,2014-07-01,5.0
2594,"Mountain-200 Silver, 38_Top Sports Supply_Canada",3,2014-08-01,5.0
2595,"Mountain-200 Silver, 38_Trailblazing Sports_California",1,2014-06-01,3.0
2596,"Mountain-200 Silver, 38_Trailblazing Sports_California",2,2014-07-01,3.0
2597,"Mountain-200 Silver, 38_Trailblazing Sports_California",3,2014-08-01,3.0
2598,"Mountain-200 Silver, 38_Twelfth Bike Store_Canada",1,2014-06-01,4.0
