nome_produto,nome_cliente,regiao,ano,mes,data_base,quantidade
"Full-Finger Gloves, L",Executive Gift Store,Indiana,2012,12,2012-12-31,6
"HL Mountain Frame - Silver, 46",Executive Gift Store,Indiana,2012,12,2012-12-31,1
LL Mountain Front Wheel,Executive Gift Store,Indiana,2012,12,2012-12-31,2
"Full-Finger Gloves, L",Executive Gift Store,Indiana,2012,6,2012-06-30,4
"Mountain-300 Black, 40",Executive Gift Store,Indiana,2012,6,2012-06-30,1
ML Mountain Handlebars,Executive Gift Store,Indiana,2012,6,2012-06-30,4
ML Headset,Executive Gift Store,Indiana,2012,6,2012-06-30,9
LL Mountain Front Wheel,Executive Gift Store,Indiana,2012,6,2012-06-30,2
ML Mountain Rear Wheel,Executive Gift Store,Indiana,2012,6,2012-06-30,5
HL Fork,Executive Gift Store,Indiana,2012,6,2012-06-30,6
HL Mountain Rear Wheel,Executive Gift Store,Indiana,2012,6,2012-06-30,4
"HL Mountain Frame - Black, 38",Executive Gift Store,Indiana,2012,6,2012-06-30,4
"HL Mountain Frame - Silver, 38",Executive Gift Store,Indiana,2012,6,2012-06-30,4
"ML Mountain Frame - Black, 48",Executive Gift Store,Indiana,2012,6,2012-06-30,2
"Mountain-200 Silver, 42",Executive Gift Store,Indiana,2012,6,2012-06-30,5
"Mountain-200 Black, 38",Executive Gift Store,Indiana,2012,6,2012-06-30,5
"Mountain-300 Black, 44",Executive Gift Store,Indiana,2012,6,2012-06-30,1
"Mountain-200 Silver, 38",Executive Gift Store,Indiana,2012,6,2012-06-30,3
"Full-Finger Gloves, M",Executive Gift Store,Indiana,2012,6,2012-06-30,11
"HL Mountain Frame - Silver, 46",Executive Gift Store,Indiana,2012,6,2012-06-30,3
"Mountain-200 Silver, 46",Executive Gift Store,Indiana,2012,6,2012-06-30,6
"ML Mountain Frame - Black, 44",Executive Gift Store,Indiana,2012,6,2012-06-30,8
"HL Mountain Frame - Black, 42",Executive Gift Store,Indiana,2012,6,2012-06-30,4
LL Mountain Handlebars,Executive Gift Store,Indiana,2012,6,2012-06-30,4
"Mountain-200 Black, 42",Executive Gift Store,Indiana,2012,6,2012-06-30,6
HL Headset,Executive Gift Store,Indiana,2012,6,2012-06-30,1
"ML Mountain Frame - Black, 44",Executive Gift Store,Indiana,2013,3,2013-03-30,3
"Mountain-200 Black, 42",Executive Gift Store,Indiana,2013,3,2013-03-30,3
HL Headset,Executive Gift Store,Indiana,2013,3,2013-03-30,3
"Mountain-200 Silver, 46",Executive Gift Store,Indiana,2013,3,2013-03-30,1
ML Mountain Handlebars,Executive Gift Store,Indiana,2013,3,2013-03-30,2
"Full-Finger Gloves, L",Executive Gift Store,Indiana,2013,3,2013-03-30,6
ML Headset,Executive Gift Store,Indiana,2013,3,2013-03-30,6
"HL Mountain Frame - Black, 42",Executive Gift Store,Indiana,2013,3,2013-03-30,1
ML Mountain Rear Wheel,Executive Gift Store,Indiana,2013,3,2013-03-30,4
LL Mountain Front Wheel,Executive Gift Store,Indiana,2013,3,2013-03-30,2
"Mountain-200 Black, 38",Executive Gift Store,Indiana,2013,3,2013-03-30,2
HL Mountain Rear Wheel,Executive Gift Store,Indiana,2013,3,2013-03-30,6
"HL Mountain Frame - Silver, 38",Executive Gift Store,Indiana,2013,3,2013-03-30,2
"Mountain-200 Silver, 38",Executive Gift Store,Indiana,2013,3,2013-03-30,3
HL Fork,Executive Gift Store,Indiana,2013,3,2013-03-30,3
"Mountain-200 Silver, 42",Executive Gift Store,Indiana,2013,3,2013-03-30,3
"Mountain-300 Black, 44",Executive Gift Store,Indiana,2013,3,2013-03-30,5
"ML Mountain Frame - Black, 48",Executive Gift Store,Indiana,2013,3,2013-03-30,8
LL Mountain Handlebars,Executive Gift Store,Indiana,2013,3,2013-03-30,2
HL Fork,Executive Gift Store,Indiana,2012,9,2012-09-30,6
"Full-Finger Gloves, M",Executive Gift Store,Indiana,2012,9,2012-09-30,2
"Mountain-300 Black, 40",Executive Gift Store,Indiana,2012,9,2012-09-30,2
LL Mountain Front Wheel,Executive Gift Store,Indiana,2012,9,2012-09-30,3
"Mountain-200 Silver, 38",Executive Gift Store,Indiana,2012,9,2012-09-30,2
HL Mountain Rear Wheel,Executive Gift Store,Indiana,2012,9,2012-09-30,6
"ML Mountain Frame - Black, 44",Executive Gift Store,Indiana,2012,9,2012-09-30,2
"Mountain-200 Black, 42",Executive Gift Store,Indiana,2012,9,2012-09-30,6
LL Mountain Handlebars,Executive Gift Store,Indiana,2012,9,2012-09-30,1
"Full-Finger Gloves, L",Executive Gift Store,Indiana,2012,9,2012-09-30,7
"HL Mountain Frame - Silver, 46",Executive Gift Store,Indiana,2012,9,2012-09-30,2
ML Mountain Handlebars,Executive Gift Store,Indiana,2012,9,2012-09-30,1
"Mountain-300 Black, 44",Executive Gift Store,Indiana,2012,9,2012-09-30,1
"HL Mountain Frame - Black, 38",Executive Gift Store,Indiana,2012,9,2012-09-30,3
"Mountain-200 Silver, 42",Executive Gift Store,Indiana,2012,9,2012-09-30,3
"HL Mountain Frame - Silver, 38",Executive Gift Store,Indiana,2012,9,2012-09-30,2
"Mountain-200 Silver, 46",Executive Gift Store,Indiana,2012,9,2012-09-30,3
"Mountain-200 Black, 38",Executive Gift Store,Indiana,2012,9,2012-09-30,4
ML Headset,Executive Gift Store,Indiana,2012,9,2012-09-30,3
HL Headset,Executive Gift Store,Indiana,2012,9,2012-09-30,2
"ML Mountain Frame - Black, 48",Executive Gift Store,Indiana,2012,9,2012-09-30,1
Bike Wash - Dissolver,Finer Sporting Goods,France,2013,6,2013-06-30,5
"Sport-100 Helmet, Black",Finer Sporting Goods,France,2013,6,2013-06-30,6
"Classic Vest, S",Finer Sporting Goods,France,2013,6,2013-06-30,4
"Short-Sleeve Classic Jersey, XL",Finer Sporting Goods,France,2013,6,2013-06-30,6
"Short-Sleeve Classic Jersey, L",Finer Sporting Goods,France,2013,6,2013-06-30,5
AWC Logo Cap,Finer Sporting Goods,France,2013,6,2013-06-30,2
Hitch Rack - 4-Bike,Finer Sporting Goods,France,2013,6,2013-06-30,9
Water Bottle - 30 oz.,Finer Sporting Goods,France,2013,6,2013-06-30,6
"Touring-1000 Yellow, 60",Finer Sporting Goods,France,2013,6,2013-06-30,3
Water Bottle - 30 oz.,Finer Sporting Goods,France,2014,3,2014-03-31,2
Hitch Rack - 4-Bike,Finer Sporting Goods,France,2014,3,2014-03-31,3
"Short-Sleeve Classic Jersey, L",Finer Sporting Goods,France,2014,3,2014-03-31,3
"Classic Vest, S",Finer Sporting Goods,France,2014,3,2014-03-31,1
"Touring-1000 Yellow, 60",Finer Sporting Goods,France,2014,3,2014-03-31,2
"Short-Sleeve Classic Jersey, XL",Finer Sporting Goods,France,2014,3,2014-03-31,2
"Touring-3000 Yellow, 62",Finer Sporting Goods,France,2014,3,2014-03-31,2
Bike Wash - Dissolver,Finer Sporting Goods,France,2014,3,2014-03-31,1
Water Bottle - 30 oz.,Finer Sporting Goods,France,2013,9,2013-09-30,2
"Classic Vest, S",Finer Sporting Goods,France,2013,9,2013-09-30,5
"Short-Sleeve Classic Jersey, L",Finer Sporting Goods,France,2013,9,2013-09-30,2
AWC Logo Cap,Finer Sporting Goods,France,2013,9,2013-09-30,4
"Touring-3000 Yellow, 62",Finer Sporting Goods,France,2013,9,2013-09-30,2
"Touring-1000 Yellow, 60",Finer Sporting Goods,France,2013,9,2013-09-30,2
"Short-Sleeve Classic Jersey, XL",Finer Sporting Goods,France,2013,9,2013-09-30,6
Bike Wash - Dissolver,Finer Sporting Goods,France,2013,9,2013-09-30,2
"Touring-3000 Yellow, 62",Finer Sporting Goods,France,2013,12,2013-12-31,2
"Touring-1000 Yellow, 60",Finer Sporting Goods,France,2013,12,2013-12-31,2
HL Fork,Front Sporting Goods,Washington,2012,12,2012-12-31,4
HL Mountain Rear Wheel,Front Sporting Goods,Washington,2012,12,2012-12-31,1
"Men's Bib-Shorts, M",Front Sporting Goods,Washington,2012,12,2012-12-31,3
LL Mountain Handlebars,Front Sporting Goods,Washington,2012,12,2012-12-31,1
"Women's Tights, L",Front Sporting Goods,Washington,2012,12,2012-12-31,5
"Long-Sleeve Logo Jersey, L",Front Sporting Goods,Washington,2012,12,2012-12-31,1
"HL Mountain Frame - Silver, 46",Front Sporting Goods,Washington,2012,12,2012-12-31,1
"Men's Bib-Shorts, L",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"HL Mountain Frame - Black, 38",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Half-Finger Gloves, M",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"Long-Sleeve Logo Jersey, M",Front Sporting Goods,Washington,2012,12,2012-12-31,3
LL Mountain Front Wheel,Front Sporting Goods,Washington,2012,12,2012-12-31,1
"Mountain-300 Black, 44",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Sport-100 Helmet, Red",Front Sporting Goods,Washington,2012,12,2012-12-31,5
"Men's Sports Shorts, M",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Half-Finger Gloves, S",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Full-Finger Gloves, M",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"Mountain-300 Black, 40",Front Sporting Goods,Washington,2012,12,2012-12-31,3
Minipump,Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Women's Tights, S",Front Sporting Goods,Washington,2012,12,2012-12-31,9
"Sport-100 Helmet, Black",Front Sporting Goods,Washington,2012,12,2012-12-31,4
Cable Lock,Front Sporting Goods,Washington,2012,12,2012-12-31,4
AWC Logo Cap,Front Sporting Goods,Washington,2012,12,2012-12-31,9
"Mountain-200 Black, 42",Front Sporting Goods,Washington,2012,12,2012-12-31,1
"Mountain-200 Silver, 38",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"ML Mountain Frame - Black, 44",Front Sporting Goods,Washington,2012,12,2012-12-31,1
ML Mountain Handlebars,Front Sporting Goods,Washington,2012,12,2012-12-31,2
"Mountain-300 Black, 48",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Long-Sleeve Logo Jersey, XL",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"ML Mountain Frame - Black, 48",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"Men's Sports Shorts, S",Front Sporting Goods,Washington,2012,12,2012-12-31,2
"Men's Bib-Shorts, S",Front Sporting Goods,Washington,2012,12,2012-12-31,3
"Sport-100 Helmet, Blue",Front Sporting Goods,Washington,2012,12,2012-12-31,5
"Mountain-200 Silver, 42",Front Sporting Goods,Washington,2012,12,2012-12-31,2
HL Fork,Front Sporting Goods,Washington,2012,6,2012-06-30,6
"HL Mountain Frame - Silver, 38",Front Sporting Goods,Washington,2012,6,2012-06-30,5
"Men's Bib-Shorts, S",Front Sporting Goods,Washington,2012,6,2012-06-30,11
Cable Lock,Front Sporting Goods,Washington,2012,6,2012-06-30,10
"Mountain-300 Black, 44",Front Sporting Goods,Washington,2012,6,2012-06-30,3
LL Mountain Handlebars,Front Sporting Goods,Washington,2012,6,2012-06-30,6
"Mountain-200 Silver, 42",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"ML Mountain Frame - Black, 44",Front Sporting Goods,Washington,2012,6,2012-06-30,6
"Half-Finger Gloves, S",Front Sporting Goods,Washington,2012,6,2012-06-30,4
"Sport-100 Helmet, Blue",Front Sporting Goods,Washington,2012,6,2012-06-30,4
"Men's Sports Shorts, L",Front Sporting Goods,Washington,2012,6,2012-06-30,4
ML Mountain Handlebars,Front Sporting Goods,Washington,2012,6,2012-06-30,10
"Sport-100 Helmet, Black",Front Sporting Goods,Washington,2012,6,2012-06-30,10
"Men's Bib-Shorts, M",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Sport-100 Helmet, Red",Front Sporting Goods,Washington,2012,6,2012-06-30,8
"HL Mountain Frame - Silver, 46",Front Sporting Goods,Washington,2012,6,2012-06-30,1
"Mountain-300 Black, 40",Front Sporting Goods,Washington,2012,6,2012-06-30,1
"Half-Finger Gloves, L",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"HL Mountain Frame - Black, 38",Front Sporting Goods,Washington,2012,6,2012-06-30,2
Minipump,Front Sporting Goods,Washington,2012,6,2012-06-30,4
"ML Mountain Frame - Black, 48",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Full-Finger Gloves, M",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Mountain-200 Black, 38",Front Sporting Goods,Washington,2012,6,2012-06-30,4
HL Mountain Rear Wheel,Front Sporting Goods,Washington,2012,6,2012-06-30,4
"Women's Tights, M",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Women's Tights, S",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Mountain-200 Silver, 38",Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Men's Bib-Shorts, L",Front Sporting Goods,Washington,2012,6,2012-06-30,6
AWC Logo Cap,Front Sporting Goods,Washington,2012,6,2012-06-30,19
ML Mountain Rear Wheel,Front Sporting Goods,Washington,2012,6,2012-06-30,2
"Mountain-200 Black, 42",Front Sporting Goods,Washington,2012,6,2012-06-30,5
"Long-Sleeve Logo Jersey, L",Front Sporting Goods,Washington,2012,6,2012-06-30,10
"Men's Sports Shorts, S",Front Sporting Goods,Washington,2012,6,2012-06-30,7
"Men's Sports Shorts, M",Front Sporting Goods,Washington,2012,6,2012-06-30,7
"Half-Finger Gloves, M",Front Sporting Goods,Washington,2012,6,2012-06-30,6
"Full-Finger Gloves, L",Front Sporting Goods,Washington,2012,6,2012-06-30,11
"Long-Sleeve Logo Jersey, XL",Front Sporting Goods,Washington,2012,6,2012-06-30,5
"Long-Sleeve Logo Jersey, M",Front Sporting Goods,Washington,2012,6,2012-06-30,10
LL Mountain Front Wheel,Front Sporting Goods,Washington,2012,6,2012-06-30,4
"Women's Tights, L",Front Sporting Goods,Washington,2012,6,2012-06-30,11
"Half-Finger Gloves, L",Front Sporting Goods,Washington,2013,3,2013-03-30,5
AWC Logo Cap,Front Sporting Goods,Washington,2013,3,2013-03-30,10
"Mountain-200 Silver, 42",Front Sporting Goods,Washington,2013,3,2013-03-30,4
ML Mountain Handlebars,Front Sporting Goods,Washington,2013,3,2013-03-30,3
Cable Lock,Front Sporting Goods,Washington,2013,3,2013-03-30,2
"Long-Sleeve Logo Jersey, M",Front Sporting Goods,Washington,2013,3,2013-03-30,5
"Men's Bib-Shorts, M",Front Sporting Goods,Washington,2013,3,2013-03-30,5
"Women's Tights, S",Front Sporting Goods,Washington,2013,3,2013-03-30,6
"Mountain-300 Black, 40",Front Sporting Goods,Washington,2013,3,2013-03-30,3
"Half-Finger Gloves, M",Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Sport-100 Helmet, Blue",Front Sporting Goods,Washington,2013,3,2013-03-30,8
"Long-Sleeve Logo Jersey, XL",Front Sporting Goods,Washington,2013,3,2013-03-30,11
Minipump,Front Sporting Goods,Washington,2013,3,2013-03-30,2
"HL Mountain Frame - Black, 38",Front Sporting Goods,Washington,2013,3,2013-03-30,2
"Men's Bib-Shorts, L",Front Sporting Goods,Washington,2013,3,2013-03-30,4
"ML Mountain Frame - Black, 44",Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Mountain-300 Black, 48",Front Sporting Goods,Washington,2013,3,2013-03-30,3
"Sport-100 Helmet, Red",Front Sporting Goods,Washington,2013,3,2013-03-30,2
LL Mountain Handlebars,Front Sporting Goods,Washington,2013,3,2013-03-30,1
"ML Mountain Frame - Black, 48",Front Sporting Goods,Washington,2013,3,2013-03-30,2
"HL Mountain Frame - Silver, 46",Front Sporting Goods,Washington,2013,3,2013-03-30,3
"Men's Bib-Shorts, S",Front Sporting Goods,Washington,2013,3,2013-03-30,3
ML Mountain Rear Wheel,Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Men's Sports Shorts, M",Front Sporting Goods,Washington,2013,3,2013-03-30,2
HL Fork,Front Sporting Goods,Washington,2013,3,2013-03-30,1
LL Mountain Front Wheel,Front Sporting Goods,Washington,2013,3,2013-03-30,1
"Men's Sports Shorts, L",Front Sporting Goods,Washington,2013,3,2013-03-30,2
"Mountain-200 Black, 42",Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Men's Sports Shorts, S",Front Sporting Goods,Washington,2013,3,2013-03-30,5
"Sport-100 Helmet, Black",Front Sporting Goods,Washington,2013,3,2013-03-30,14
"Women's Tights, L",Front Sporting Goods,Washington,2013,3,2013-03-30,8
"Half-Finger Gloves, S",Front Sporting Goods,Washington,2013,3,2013-03-30,2
"Full-Finger Gloves, M",Front Sporting Goods,Washington,2013,3,2013-03-30,2
"HL Mountain Frame - Silver, 38",Front Sporting Goods,Washington,2013,3,2013-03-30,3
HL Mountain Rear Wheel,Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Long-Sleeve Logo Jersey, L",Front Sporting Goods,Washington,2013,3,2013-03-30,5
"Women's Tights, M",Front Sporting Goods,Washington,2013,3,2013-03-30,4
"Mountain-200 Silver, 38",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Women's Tights, L",Front Sporting Goods,Washington,2012,9,2012-09-30,6
"Long-Sleeve Logo Jersey, XL",Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Mountain-300 Black, 44",Front Sporting Goods,Washington,2012,9,2012-09-30,7
ML Mountain Handlebars,Front Sporting Goods,Washington,2012,9,2012-09-30,5
"Mountain-200 Black, 42",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Sport-100 Helmet, Black",Front Sporting Goods,Washington,2012,9,2012-09-30,8
"Long-Sleeve Logo Jersey, L",Front Sporting Goods,Washington,2012,9,2012-09-30,8
"HL Mountain Frame - Silver, 38",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Men's Bib-Shorts, S",Front Sporting Goods,Washington,2012,9,2012-09-30,1
"Mountain-200 Black, 38",Front Sporting Goods,Washington,2012,9,2012-09-30,4
Cable Lock,Front Sporting Goods,Washington,2012,9,2012-09-30,3
"Men's Sports Shorts, L",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"ML Mountain Frame - Black, 44",Front Sporting Goods,Washington,2012,9,2012-09-30,1
"ML Mountain Frame - Black, 48",Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Men's Sports Shorts, M",Front Sporting Goods,Washington,2012,9,2012-09-30,5
"Sport-100 Helmet, Red",Front Sporting Goods,Washington,2012,9,2012-09-30,9
"Sport-100 Helmet, Blue",Front Sporting Goods,Washington,2012,9,2012-09-30,8
"Long-Sleeve Logo Jersey, M",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Mountain-200 Silver, 42",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Mountain-300 Black, 48",Front Sporting Goods,Washington,2012,9,2012-09-30,3
"Women's Tights, M",Front Sporting Goods,Washington,2012,9,2012-09-30,5
HL Mountain Rear Wheel,Front Sporting Goods,Washington,2012,9,2012-09-30,3
LL Mountain Front Wheel,Front Sporting Goods,Washington,2012,9,2012-09-30,1
"Mountain-300 Black, 40",Front Sporting Goods,Washington,2012,9,2012-09-30,5
Minipump,Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Full-Finger Gloves, L",Front Sporting Goods,Washington,2012,9,2012-09-30,11
HL Fork,Front Sporting Goods,Washington,2012,9,2012-09-30,6
LL Mountain Handlebars,Front Sporting Goods,Washington,2012,9,2012-09-30,1
ML Mountain Rear Wheel,Front Sporting Goods,Washington,2012,9,2012-09-30,2
"Women's Tights, S",Front Sporting Goods,Washington,2012,9,2012-09-30,9
"Full-Finger Gloves, M",Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Men's Bib-Shorts, M",Front Sporting Goods,Washington,2012,9,2012-09-30,2
"HL Mountain Frame - Black, 38",Front Sporting Goods,Washington,2012,9,2012-09-30,1
"Half-Finger Gloves, S",Front Sporting Goods,Washington,2012,9,2012-09-30,4
"HL Mountain Frame - Silver, 46",Front Sporting Goods,Washington,2012,9,2012-09-30,1
"Men's Sports Shorts, S",Front Sporting Goods,Washington,2012,9,2012-09-30,5
AWC Logo Cap,Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Half-Finger Gloves, M",Front Sporting Goods,Washington,2012,9,2012-09-30,4
"Men's Bib-Shorts, L",Front Sporting Goods,Washington,2012,9,2012-09-30,1
"HL Mountain Frame - Silver, 48",Golf and Cycle Store,California,2012,1,2012-01-29,3
"Long-Sleeve Logo Jersey, XL",Golf and Cycle Store,California,2012,1,2012-01-29,1
"Mountain-100 Silver, 48",Golf and Cycle Store,California,2012,1,2012-01-29,4
"Mountain-100 Black, 38",Golf and Cycle Store,California,2012,1,2012-01-29,4
"Mountain-100 Silver, 42",Golf and Cycle Store,California,2012,1,2012-01-29,4
"Mountain-100 Silver, 38",Golf and Cycle Store,California,2012,1,2012-01-29,5
"HL Mountain Frame - Silver, 46",Golf and Cycle Store,California,2012,1,2012-01-29,2
"Mountain-100 Black, 48",Golf and Cycle Store,California,2012,1,2012-01-29,2
"Long-Sleeve Logo Jersey, M",Golf and Cycle Store,California,2012,1,2012-01-29,1
"Sport-100 Helmet, Red",Golf and Cycle Store,California,2012,1,2012-01-29,3
"Mountain-100 Silver, 44",Golf and Cycle Store,California,2012,1,2012-01-29,5
"HL Mountain Frame - Black, 38",Golf and Cycle Store,California,2012,1,2012-01-29,3
"HL Mountain Frame - Black, 48",Golf and Cycle Store,California,2012,1,2012-01-29,3
AWC Logo Cap,Golf and Cycle Store,California,2012,1,2012-01-29,3
"HL Mountain Frame - Silver, 38",Golf and Cycle Store,California,2012,1,2012-01-29,4
"Sport-100 Helmet, Blue",Golf and Cycle Store,California,2012,1,2012-01-29,4
"HL Mountain Frame - Black, 42",Golf and Cycle Store,California,2012,1,2012-01-29,3
"Mountain-100 Black, 42",Golf and Cycle Store,California,2012,1,2012-01-29,5
"Mountain-100 Black, 44",Golf and Cycle Store,California,2012,1,2012-01-29,3
"Mountain-200 Black, 38",Golf and Cycle Store,California,2012,10,2012-10-30,4
"Full-Finger Gloves, L",Golf and Cycle Store,California,2012,10,2012-10-30,6
"Mountain-300 Black, 40",Golf and Cycle Store,California,2012,10,2012-10-30,4
"Mountain-300 Black, 48",Golf and Cycle Store,California,2012,10,2012-10-30,3
"Mountain-300 Black, 38",Golf and Cycle Store,California,2012,10,2012-10-30,3
ML Mountain Rear Wheel,Golf and Cycle Store,California,2012,10,2012-10-30,10
LL Mountain Front Wheel,Golf and Cycle Store,California,2012,10,2012-10-30,5
"Mountain-200 Black, 42",Golf and Cycle Store,California,2012,10,2012-10-30,6
"Mountain-200 Silver, 42",Golf and Cycle Store,California,2012,10,2012-10-30,6
"Mountain-200 Silver, 46",Golf and Cycle Store,California,2012,10,2012-10-30,3
"ML Mountain Frame - Black, 38",Golf and Cycle Store,California,2012,10,2012-10-30,3
HL Fork,Golf and Cycle Store,California,2012,10,2012-10-30,5
HL Headset,Golf and Cycle Store,California,2012,10,2012-10-30,4
"HL Mountain Frame - Black, 38",Golf and Cycle Store,California,2012,10,2012-10-30,1
LL Mountain Handlebars,Golf and Cycle Store,California,2012,10,2012-10-30,2
ML Headset,Golf and Cycle Store,California,2012,10,2012-10-30,9
ML Mountain Handlebars,Golf and Cycle Store,California,2012,10,2012-10-30,2
"HL Mountain Frame - Silver, 38",Golf and Cycle Store,California,2012,10,2012-10-30,4
"Full-Finger Gloves, M",Golf and Cycle Store,California,2012,10,2012-10-30,4
"ML Mountain Frame - Black, 48",Golf and Cycle Store,California,2012,10,2012-10-30,8
"Mountain-200 Silver, 38",Golf and Cycle Store,California,2012,10,2012-10-30,7
"HL Mountain Frame - Silver, 42",Golf and Cycle Store,California,2012,10,2012-10-30,2
"HL Mountain Frame - Black, 42",Golf and Cycle Store,California,2012,10,2012-10-30,6
"Mountain-300 Black, 44",Golf and Cycle Store,California,2012,10,2012-10-30,2
LL Fork,Golf and Cycle Store,California,2012,10,2012-10-30,1
"Mountain-200 Black, 46",Golf and Cycle Store,California,2012,10,2012-10-30,5
"HL Mountain Frame - Silver, 46",Golf and Cycle Store,California,2012,10,2012-10-30,5
"ML Mountain Frame - Black, 44",Golf and Cycle Store,California,2012,10,2012-10-30,4
HL Mountain Rear Wheel,Golf and Cycle Store,California,2012,10,2012-10-30,8
"Mountain-100 Silver, 42",Golf and Cycle Store,California,2011,8,2011-08-01,5
"HL Mountain Frame - Black, 38",Golf and Cycle Store,California,2011,8,2011-08-01,2
"Mountain-100 Silver, 38",Golf and Cycle Store,California,2011,8,2011-08-01,5
"Mountain-100 Silver, 48",Golf and Cycle Store,California,2011,8,2011-08-01,2
"Mountain Bike Socks, M",Golf and Cycle Store,California,2011,8,2011-08-01,5
"HL Mountain Frame - Silver, 38",Golf and Cycle Store,California,2011,8,2011-08-01,1
"Sport-100 Helmet, Red",Golf and Cycle Store,California,2011,8,2011-08-01,1
"Mountain-100 Black, 44",Golf and Cycle Store,California,2011,8,2011-08-01,6
"HL Mountain Frame - Silver, 48",Golf and Cycle Store,California,2011,8,2011-08-01,4
"Sport-100 Helmet, Blue",Golf and Cycle Store,California,2011,8,2011-08-01,2
"Mountain-100 Silver, 44",Golf and Cycle Store,California,2011,8,2011-08-01,6
"Mountain-100 Black, 42",Golf and Cycle Store,California,2011,8,2011-08-01,5
"Long-Sleeve Logo Jersey, XL",Golf and Cycle Store,California,2011,8,2011-08-01,1
"Mountain-100 Black, 48",Golf and Cycle Store,California,2011,8,2011-08-01,3
"Mountain-100 Black, 38",Golf and Cycle Store,California,2011,8,2011-08-01,6
AWC Logo Cap,Golf and Cycle Store,California,2011,8,2011-08-01,3
"HL Mountain Frame - Black, 48",Golf and Cycle Store,California,2011,8,2011-08-01,2
"HL Mountain Frame - Silver, 46",Golf and Cycle Store,California,2011,8,2011-08-01,6
"Long-Sleeve Logo Jersey, M",Golf and Cycle Store,California,2011,8,2011-08-01,2
"HL Mountain Frame - Black, 42",Golf and Cycle Store,California,2011,8,2011-08-01,3
"Mountain-100 Black, 38",Golf and Cycle Store,California,2012,4,2012-04-30,8
"HL Mountain Frame - Silver, 48",Golf and Cycle Store,California,2012,4,2012-04-30,2
"Mountain-100 Black, 42",Golf and Cycle Store,California,2012,4,2012-04-30,11
"HL Mountain Frame - Silver, 38",Golf and Cycle Store,California,2012,4,2012-04-30,4
"Sport-100 Helmet, Blue",Golf and Cycle Store,California,2012,4,2012-04-30,5
"Mountain-100 Silver, 42",Golf and Cycle Store,California,2012,4,2012-04-30,2
"Mountain-100 Black, 48",Golf and Cycle Store,California,2012,4,2012-04-30,5
"Long-Sleeve Logo Jersey, XL",Golf and Cycle Store,California,2012,4,2012-04-30,3
"HL Mountain Frame - Silver, 46",Golf and Cycle Store,California,2012,4,2012-04-30,4
"HL Mountain Frame - Black, 38",Golf and Cycle Store,California,2012,4,2012-04-30,3
"Mountain-100 Silver, 38",Golf and Cycle Store,California,2012,4,2012-04-30,9
"HL Mountain Frame - Black, 42",Golf and Cycle Store,California,2012,4,2012-04-30,3
"Long-Sleeve Logo Jersey, M",Golf and Cycle Store,California,2012,4,2012-04-30,2
"HL Mountain Frame - Silver, 42",Golf and Cycle Store,California,2012,4,2012-04-30,1
AWC Logo Cap,Golf and Cycle Store,California,2012,4,2012-04-30,4
"Mountain Bike Socks, M",Golf and Cycle Store,California,2012,4,2012-04-30,2
"Mountain-100 Silver, 48",Golf and Cycle Store,California,2012,4,2012-04-30,3
"Mountain-100 Silver, 44",Golf and Cycle Store,California,2012,4,2012-04-30,5
"Mountain-100 Black, 44",Golf and Cycle Store,California,2012,4,2012-04-30,10
"Sport-100 Helmet, Red",Golf and Cycle Store,California,2012,4,2012-04-30,1
"HL Mountain Frame - Black, 48",Golf and Cycle Store,California,2012,4,2012-04-30,1
